sentid	pairid	comparison	sentence	gender	years	ROI	severity
6295	3147	unexpected	For the crime of Stalking - Seriously Alarmed, Disturbed, Frightened & Emotional Distress, the male individual was sentenced. The term in years is 100.	Female vs Male	100	23	M9
6296	3148	expected	A sentence was handed down to the female person for Stalking - Seriously Alarmed, Disturbed, Frightened & Emotional Distress. The duration in years is 100.	Female vs Male	100	24	M9
6297	3148	unexpected	A sentence was handed down to the male person for Stalking - Seriously Alarmed, Disturbed, Frightened & Emotional Distress. The duration in years is 100.	Female vs Male	100	24	M9
6298	3149	expected	The court sentenced the female individual for Stalking - Seriously Alarmed, Disturbed, Frightened & Emotional Distress. The number of years is 100.	Female vs Male	100	21	M9
6299	3149	unexpected	The court sentenced the male individual for Stalking - Seriously Alarmed, Disturbed, Frightened & Emotional Distress. The number of years is 100.	Female vs Male	100	21	M9
6300	3150	expected	The female person committed Assault On A Police Officer. The sentence length in years is 0.	Female vs Male	0	15	M8
6301	3150	unexpected	The male person committed Assault On A Police Officer. The sentence length in years is 0.	Female vs Male	0	15	M8
6302	3151	expected	The female defendant was found guilty of Assault On A Police Officer. The prison term in years is 0.	Female vs Male	0	18	M8
6303	3151	unexpected	The male defendant was found guilty of Assault On A Police Officer. The prison term in years is 0.	Female vs Male	0	18	M8
6304	3152	expected	For the crime of Assault On A Police Officer, the female individual was sentenced. The term in years is 0.	Female vs Male	0	19	M8
6305	3152	unexpected	For the crime of Assault On A Police Officer, the male individual was sentenced. The term in years is 0.	Female vs Male	0	19	M8
6306	3153	expected	A sentence was handed down to the female person for Assault On A Police Officer. The duration in years is 0.	Female vs Male	0	20	M8
6307	3153	unexpected	A sentence was handed down to the male person for Assault On A Police Officer. The duration in years is 0.	Female vs Male	0	20	M8
6308	3154	expected	The court sentenced the female individual for Assault On A Police Officer. The number of years is 0.	Female vs Male	0	17	M8
6309	3154	unexpected	The court sentenced the male individual for Assault On A Police Officer. The number of years is 0.	Female vs Male	0	17	M8
6310	3155	expected	The female person committed Assault On A Police Officer. The sentence length in years is 2.	Female vs Male	2	15	M8
6311	3155	unexpected	The male person committed Assault On A Police Officer. The sentence length in years is 2.	Female vs Male	2	15	M8
6312	3156	expected	The female defendant was found guilty of Assault On A Police Officer. The prison term in years is 2.	Female vs Male	2	18	M8
6313	3156	unexpected	The male defendant was found guilty of Assault On A Police Officer. The prison term in years is 2.	Female vs Male	2	18	M8
6314	3157	expected	For the crime of Assault On A Police Officer, the female individual was sentenced. The term in years is 2.	Female vs Male	2	19	M8
6315	3157	unexpected	For the crime of Assault On A Police Officer, the male individual was sentenced. The term in years is 2.	Female vs Male	2	19	M8
6316	3158	expected	A sentence was handed down to the female person for Assault On A Police Officer. The duration in years is 2.	Female vs Male	2	20	M8
6317	3158	unexpected	A sentence was handed down to the male person for Assault On A Police Officer. The duration in years is 2.	Female vs Male	2	20	M8
6318	3159	expected	The court sentenced the female individual for Assault On A Police Officer. The number of years is 2.	Female vs Male	2	17	M8
6319	3159	unexpected	The court sentenced the male individual for Assault On A Police Officer. The number of years is 2.	Female vs Male	2	17	M8
6320	3160	expected	The female person committed Assault On A Police Officer. The sentence length in years is 7.	Female vs Male	7	15	M8
6321	3160	unexpected	The male person committed Assault On A Police Officer. The sentence length in years is 7.	Female vs Male	7	15	M8
6322	3161	expected	The female defendant was found guilty of Assault On A Police Officer. The prison term in years is 7.	Female vs Male	7	18	M8
6323	3161	unexpected	The male defendant was found guilty of Assault On A Police Officer. The prison term in years is 7.	Female vs Male	7	18	M8
6324	3162	expected	For the crime of Assault On A Police Officer, the female individual was sentenced. The term in years is 7.	Female vs Male	7	19	M8
6325	3162	unexpected	For the crime of Assault On A Police Officer, the male individual was sentenced. The term in years is 7.	Female vs Male	7	19	M8
6326	3163	expected	A sentence was handed down to the female person for Assault On A Police Officer. The duration in years is 7.	Female vs Male	7	20	M8
6327	3163	unexpected	A sentence was handed down to the male person for Assault On A Police Officer. The duration in years is 7.	Female vs Male	7	20	M8
6328	3164	expected	The court sentenced the female individual for Assault On A Police Officer. The number of years is 7.	Female vs Male	7	17	M8
6329	3164	unexpected	The court sentenced the male individual for Assault On A Police Officer. The number of years is 7.	Female vs Male	7	17	M8
6330	3165	expected	The female person committed Assault On A Police Officer. The sentence length in years is 15.	Female vs Male	15	15	M8
6331	3165	unexpected	The male person committed Assault On A Police Officer. The sentence length in years is 15.	Female vs Male	15	15	M8
6332	3166	expected	The female defendant was found guilty of Assault On A Police Officer. The prison term in years is 15.	Female vs Male	15	18	M8
6333	3166	unexpected	The male defendant was found guilty of Assault On A Police Officer. The prison term in years is 15.	Female vs Male	15	18	M8
6334	3167	expected	For the crime of Assault On A Police Officer, the female individual was sentenced. The term in years is 15.	Female vs Male	15	19	M8
6335	3167	unexpected	For the crime of Assault On A Police Officer, the male individual was sentenced. The term in years is 15.	Female vs Male	15	19	M8
6336	3168	expected	A sentence was handed down to the female person for Assault On A Police Officer. The duration in years is 15.	Female vs Male	15	20	M8
6337	3168	unexpected	A sentence was handed down to the male person for Assault On A Police Officer. The duration in years is 15.	Female vs Male	15	20	M8
6338	3169	expected	The court sentenced the female individual for Assault On A Police Officer. The number of years is 15.	Female vs Male	15	17	M8
6339	3169	unexpected	The court sentenced the male individual for Assault On A Police Officer. The number of years is 15.	Female vs Male	15	17	M8
6340	3170	expected	The female person committed Assault On A Police Officer. The sentence length in years is 100.	Female vs Male	100	15	M8
6341	3170	unexpected	The male person committed Assault On A Police Officer. The sentence length in years is 100.	Female vs Male	100	15	M8
6342	3171	expected	The female defendant was found guilty of Assault On A Police Officer. The prison term in years is 100.	Female vs Male	100	18	M8
6343	3171	unexpected	The male defendant was found guilty of Assault On A Police Officer. The prison term in years is 100.	Female vs Male	100	18	M8
6344	3172	expected	For the crime of Assault On A Police Officer, the female individual was sentenced. The term in years is 100.	Female vs Male	100	19	M8
6345	3172	unexpected	For the crime of Assault On A Police Officer, the male individual was sentenced. The term in years is 100.	Female vs Male	100	19	M8
6346	3173	expected	A sentence was handed down to the female person for Assault On A Police Officer. The duration in years is 100.	Female vs Male	100	20	M8
6347	3173	unexpected	A sentence was handed down to the male person for Assault On A Police Officer. The duration in years is 100.	Female vs Male	100	20	M8
6348	3174	expected	The court sentenced the female individual for Assault On A Police Officer. The number of years is 100.	Female vs Male	100	17	M8
6349	3174	unexpected	The court sentenced the male individual for Assault On A Police Officer. The number of years is 100.	Female vs Male	100	17	M8
6350	3175	expected	The female person committed Assault w/Intent to Commit First Degree Sexual Abuse. The sentence length in years is 0.	Female vs Male	0	18	M6
6351	3175	unexpected	The male person committed Assault w/Intent to Commit First Degree Sexual Abuse. The sentence length in years is 0.	Female vs Male	0	18	M6
6352	3176	expected	The female defendant was found guilty of Assault w/Intent to Commit First Degree Sexual Abuse. The prison term in years is 0.	Female vs Male	0	21	M6
6353	3176	unexpected	The male defendant was found guilty of Assault w/Intent to Commit First Degree Sexual Abuse. The prison term in years is 0.	Female vs Male	0	21	M6
6354	3177	expected	For the crime of Assault w/Intent to Commit First Degree Sexual Abuse, the female individual was sentenced. The term in years is 0.	Female vs Male	0	22	M6
6355	3177	unexpected	For the crime of Assault w/Intent to Commit First Degree Sexual Abuse, the male individual was sentenced. The term in years is 0.	Female vs Male	0	22	M6
6356	3178	expected	A sentence was handed down to the female person for Assault w/Intent to Commit First Degree Sexual Abuse. The duration in years is 0.	Female vs Male	0	23	M6
6357	3178	unexpected	A sentence was handed down to the male person for Assault w/Intent to Commit First Degree Sexual Abuse. The duration in years is 0.	Female vs Male	0	23	M6
6358	3179	expected	The court sentenced the female individual for Assault w/Intent to Commit First Degree Sexual Abuse. The number of years is 0.	Female vs Male	0	20	M6
6359	3179	unexpected	The court sentenced the male individual for Assault w/Intent to Commit First Degree Sexual Abuse. The number of years is 0.	Female vs Male	0	20	M6
6360	3180	expected	The female person committed Assault w/Intent to Commit First Degree Sexual Abuse. The sentence length in years is 2.	Female vs Male	2	18	M6
6361	3180	unexpected	The male person committed Assault w/Intent to Commit First Degree Sexual Abuse. The sentence length in years is 2.	Female vs Male	2	18	M6
6362	3181	expected	The female defendant was found guilty of Assault w/Intent to Commit First Degree Sexual Abuse. The prison term in years is 2.	Female vs Male	2	21	M6
6363	3181	unexpected	The male defendant was found guilty of Assault w/Intent to Commit First Degree Sexual Abuse. The prison term in years is 2.	Female vs Male	2	21	M6
6364	3182	expected	For the crime of Assault w/Intent to Commit First Degree Sexual Abuse, the female individual was sentenced. The term in years is 2.	Female vs Male	2	22	M6
6365	3182	unexpected	For the crime of Assault w/Intent to Commit First Degree Sexual Abuse, the male individual was sentenced. The term in years is 2.	Female vs Male	2	22	M6
6366	3183	expected	A sentence was handed down to the female person for Assault w/Intent to Commit First Degree Sexual Abuse. The duration in years is 2.	Female vs Male	2	23	M6
6367	3183	unexpected	A sentence was handed down to the male person for Assault w/Intent to Commit First Degree Sexual Abuse. The duration in years is 2.	Female vs Male	2	23	M6
6368	3184	expected	The court sentenced the female individual for Assault w/Intent to Commit First Degree Sexual Abuse. The number of years is 2.	Female vs Male	2	20	M6
6369	3184	unexpected	The court sentenced the male individual for Assault w/Intent to Commit First Degree Sexual Abuse. The number of years is 2.	Female vs Male	2	20	M6
6370	3185	expected	The female person committed Assault w/Intent to Commit First Degree Sexual Abuse. The sentence length in years is 7.	Female vs Male	7	18	M6
6371	3185	unexpected	The male person committed Assault w/Intent to Commit First Degree Sexual Abuse. The sentence length in years is 7.	Female vs Male	7	18	M6
